Building Type,New Building,Elevator,Number of Floors,Total Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Price,District
Stone,No,Not Available,5,82.0,3.0,1.0,2.75,1.0,Not Available,Partially Furnished,Cosmetic Renovation,120000.0,Qanaqer-Zeytun
Panel,No,Available,12,65.0,2.0,1.0,2.75,9.0,Open Balcony,Not Available,Partially Renovated,80000.0,Ajapnyak
Monolith,Yes,Available,16,71.0,3.0,1.0,3.0,15.0,Open Balcony,Available,Capital Renovated,170000.0,Arabkir
Panel,No,Available,14,82.0,3.0,1.0,2.75,2.0,Closed Balcony,Not Available,Euro Renovation,108000.0,Avan
Stone,No,Not Available,5,74.0,2.0,1.0,3.2,2.0,Multiple Balconies,Partially Furnished,Euro Renovation,250000.0,Kentron
Panel,No,Available,16,83.0,3.0,1.0,2.75,11.0,Closed Balcony,Available,Capital Renovated,123000.0,Arabkir
Panel,No,Available,9,54.0,1.0,1.0,3.0,8.0,Not Available,Partially Furnished,Old Renovation,68000.0,Qanaqer-Zeytun
Panel,No,Available,9,46.0,1.0,1.0,2.75,1.0,Closed Balcony,Not Available,Old Renovation,63000.0,Malatia-Sebastia
Panel,No,Available,9,100.0,4.0,1.0,3.0,9.0,Closed Balcony,Available,Old Renovation,120000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,106.0,4.0,1.0,2.75,4.0,Open Balcony,Available,Euro Renovation,195000.0,Ajapnyak
Monolith,Yes,Available,12,47.0,2.0,1.0,2.75,7.0,Not Available,Not Available,Capital Renovated,80000.0,Ajapnyak
Stone,No,Not Available,5,70.0,2.0,1.0,3.0,2.0,Multiple Balconies,Not Available,Old Renovation,95000.0,Shengavit
Panel,No,Not Available,9,78.0,3.0,1.0,2.75,9.0,Open Balcony,Available,Old Renovation,90000.0,Arabkir
Monolith,Yes,Available,12,84.0,2.0,2.0,3.0,3.0,Multiple Balconies,Not Available,Capital Renovated,158000.0,Davtashen
Monolith,Yes,Available,14,68.0,2.0,1.0,2.8,4.0,Closed Balcony,Not Available,Capital Renovated,135000.0,Davtashen
Panel,No,Available,9,65.0,2.0,1.0,2.75,8.0,Multiple Balconies,Partially Furnished,Partially Renovated,77000.0,Malatia-Sebastia
Panel,No,Available,16,80.0,3.0,2.0,2.8,4.0,Not Available,Available,Euro Renovation,100000.0,Ajapnyak
Panel,No,Available,12,75.0,3.0,1.0,2.75,8.0,Closed Balcony,Available,Capital Renovated,193000.0,Kentron
Stone,No,Not Available,5,70.0,2.0,1.0,2.7,2.0,Closed Balcony,Available,Partially Renovated,87000.0,Nor Norq
Panel,No,Available,9,78.0,3.0,1.0,2.8,9.0,Multiple Balconies,Available,Cosmetic Renovation,110000.0,Davtashen
Stone,No,Not Available,5,38.0,1.0,1.0,3.2,3.0,Open Balcony,Available,Euro Renovation,175000.0,Kentron
Monolith,Yes,Available,12,72.0,3.0,1.0,2.75,1.0,Not Available,Partially Furnished,Euro Renovation,90000.0,Ajapnyak
Monolith,Yes,Available,14,80.0,3.0,1.0,3.0,2.0,Closed Balcony,Available,Capital Renovated,175000.0,Kentron
Panel,No,Not Available,5,44.0,2.0,1.0,2.75,4.0,Not Available,Available,Euro Renovation,112000.0,Kentron
Monolith,Yes,Available,17,93.0,3.0,2.0,3.0,5.0,Open Balcony,Partially Furnished,Designer Renovated,259000.0,Kentron
Monolith,Yes,Available,14,125.0,4.0,2.0,3.0,14.0,Multiple Balconies,Not Available,Not Renovated,200000.0,Ajapnyak
Panel,No,Available,9,76.0,3.0,1.0,2.8,9.0,Not Available,Available,Designer Renovated,120000.0,Davtashen
Monolith,Yes,Available,4,45.0,2.0,1.0,2.8,4.0,Open Balcony,Not Available,Not Renovated,125000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,62.0,2.0,1.0,2.75,2.0,Open Balcony,Partially Furnished,Capital Renovated,81000.0,Shengavit
Monolith,Yes,Available,6,35.0,1.0,1.0,3.0,4.0,Not Available,Not Available,Not Renovated,80000.0,Kentron
Stone,No,Not Available,4,62.0,2.0,1.0,3.2,3.0,Open Balcony,Partially Furnished,Old Renovation,185000.0,Kentron
Stone,No,Available,6,70.0,2.0,2.0,3.0,3.0,Closed Balcony,Available,Euro Renovation,175000.0,Kentron
Panel,No,Available,9,90.0,3.0,2.0,2.75,6.0,Multiple Balconies,Available,Euro Renovation,118000.0,Malatia-Sebastia
Panel,No,Available,12,81.0,2.0,1.0,2.8,5.0,Closed Balcony,Available,Partially Renovated,89870.13,Shengavit
Monolith,Yes,Available,6,84.0,3.0,1.0,3.0,5.0,Open Balcony,Not Available,Not Renovated,252000.0,Arabkir
Stone,No,Not Available,5,45.0,2.0,1.0,2.7,2.0,Not Available,Available,Capital Renovated,105000.0,Arabkir
Monolith,Yes,Available,18,45.0,2.0,1.0,3.0,3.0,Open Balcony,Not Available,Not Renovated,95000.0,Ajapnyak
Panel,No,Available,9,46.0,1.0,1.0,2.75,3.0,Closed Balcony,Available,Capital Renovated,77000.0,Malatia-Sebastia
Stone,No,Not Available,5,56.0,2.0,1.0,2.75,4.0,Multiple Balconies,Available,Capital Renovated,110000.0,Arabkir
Stone,No,Not Available,5,121.0,3.0,1.0,2.7,3.0,Multiple Balconies,Available,Old Renovation,92000.0,Nor Norq
Monolith,No,Available,8,77.0,2.0,1.0,2.8,5.0,Open Balcony,Available,Capital Renovated,245000.0,Kentron
Panel,No,Available,16,96.0,3.0,2.0,2.75,15.0,Open Balcony,Not Available,Partially Renovated,150000.0,Qanaqer-Zeytun
Monolith,Yes,Available,13,65.0,2.0,2.0,3.0,10.0,Open Balcony,Partially Furnished,Designer Renovated,168000.0,Ajapnyak
Panel,No,Available,9,90.0,4.0,2.0,2.75,4.0,Multiple Balconies,Available,Partially Renovated,100000.0,Malatia-Sebastia
Monolith,Yes,Available,6,66.0,3.0,1.0,3.0,2.0,Open Balcony,Available,Designer Renovated,188000.0,Kentron
Panel,No,Not Available,4,30.0,1.0,1.0,2.75,2.0,Open Balcony,Available,Designer Renovated,60000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,109.0,3.0,1.0,2.6,4.0,Open Balcony,Partially Furnished,Old Renovation,250000.0,Kentron
Stone,No,Not Available,5,48.0,2.0,1.0,2.75,1.0,Open Balcony,Available,Euro Renovation,87000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,80.0,3.0,1.0,2.7,5.0,Open Balcony,Available,Old Renovation,88000.0,Ajapnyak
Panel,No,Not Available,4,56.0,2.0,1.0,2.75,1.0,Multiple Balconies,Partially Furnished,Capital Renovated,76500.0,Qanaqer-Zeytun
Monolith,Yes,Available,14,118.0,4.0,2.0,3.0,11.0,Open Balcony,Not Available,Not Renovated,205000.0,Kentron
Stone,No,Available,5,41.0,2.0,1.0,2.75,5.0,Closed Balcony,Available,Cosmetic Renovation,130000.0,Kentron
Panel,No,Available,16,95.0,3.0,2.0,2.75,14.0,Open Balcony,Available,Partially Renovated,103000.0,Ajapnyak
Monolith,Yes,Available,18,57.0,2.0,1.0,3.0,5.0,Open Balcony,Not Available,Not Renovated,96000.0,Davtashen
Stone,No,Not Available,5,60.0,2.0,1.0,2.75,2.0,Closed Balcony,Available,Designer Renovated,142000.0,Arabkir
Stone,No,Not Available,5,58.0,2.0,1.0,3.5,3.0,Not Available,Available,Capital Renovated,245000.0,Kentron
Stone,No,Not Available,5,90.0,3.0,1.0,2.75,2.0,Open Balcony,Available,Capital Renovated,200000.0,Arabkir
Monolith,Yes,Available,16,66.0,2.0,1.0,3.0,4.0,Open Balcony,Not Available,Not Renovated,107000.0,Davtashen
Stone,No,Not Available,5,71.0,2.0,1.0,2.8,5.0,Closed Balcony,Partially Furnished,Old Renovation,89000.0,Arabkir
Panel,No,Available,9,80.0,3.0,2.0,2.75,8.0,Multiple Balconies,Available,Euro Renovation,93000.0,Malatia-Sebastia
Stone,No,Not Available,5,59.0,2.0,1.0,2.8,5.0,Open Balcony,Available,Capital Renovated,119000.0,Arabkir
Monolith,Yes,Available,11,64.0,3.0,1.0,3.0,7.0,Not Available,Available,Capital Renovated,112000.0,Davtashen
Panel,No,Available,9,46.0,2.0,1.0,3.0,4.0,Open Balcony,Partially Furnished,Capital Renovated,115000.0,Kentron
Panel,No,Available,9,119.0,4.0,1.0,2.75,3.0,Closed Balcony,Available,Partially Renovated,187000.0,Davtashen
Panel,No,Available,6,72.0,3.0,1.0,2.75,2.0,Closed Balcony,Not Available,Cosmetic Renovation,102000.0,Davtashen
Stone,No,Not Available,5,120.0,3.0,1.0,2.75,3.0,Open Balcony,Available,Old Renovation,189000.0,Arabkir
Stone,No,Not Available,5,100.0,4.0,1.0,2.7,5.0,Open Balcony,Not Available,Old Renovation,105000.0,Ajapnyak
Monolith,Yes,Available,14,88.0,3.0,2.0,3.0,7.0,Open Balcony,Available,Designer Renovated,199000.0,Arabkir
Stone,No,Not Available,4,74.0,3.0,1.0,3.2,2.0,Not Available,Available,Capital Renovated,231000.0,Kentron
Panel,No,Available,9,80.0,3.0,1.0,2.75,1.0,Closed Balcony,Available,Partially Renovated,97000.0,Qanaqer-Zeytun
Monolith,Yes,Available,17,55.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovated,179000.0,Kentron
Monolith,Yes,Available,4,84.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovated,267000.0,Kentron
Panel,No,Available,9,101.0,4.0,2.0,2.8,1.0,Not Available,Not Available,Euro Renovation,122500.0,Qanaqer-Zeytun
Monolith,Yes,Available,12,41.0,2.0,1.0,3.0,12.0,Not Available,Available,Designer Renovated,85000.0,Ajapnyak
Panel,No,Available,9,72.0,3.0,1.0,2.75,2.0,Not Available,Available,Capital Renovated,120000.0,Malatia-Sebastia
Panel,No,Available,9,98.0,3.0,1.0,2.8,1.0,Multiple Balconies,Partially Furnished,Capital Renovated,194000.0,Davtashen
Monolith,Yes,Available,11,67.0,2.0,1.0,3.0,10.0,Not Available,Available,Capital Renovated,270000.0,Kentron
Stone,No,Not Available,4,116.0,2.0,1.0,2.75,1.0,Open Balcony,Partially Furnished,Capital Renovated,85500.0,Ajapnyak
Panel,No,Available,9,65.0,2.0,1.0,2.7,3.0,Multiple Balconies,Not Available,Euro Renovation,85000.0,Malatia-Sebastia
Monolith,Yes,Available,18,76.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Capital Renovated,213200.0,Kentron
Monolith,Yes,Available,13,128.0,3.0,2.0,3.5,7.0,Multiple Balconies,Not Available,Not Renovated,210000.0,Qanaqer-Zeytun
Monolith,Yes,Available,18,74.0,3.0,1.0,3.0,12.0,Open Balcony,Available,Capital Renovated,163000.0,Davtashen
Monolith,Yes,Available,18,60.0,2.0,1.0,3.0,8.0,Open Balcony,Not Available,Not Renovated,135700.0,Shengavit
Stone,No,Not Available,5,70.0,2.0,1.0,2.8,5.0,Not Available,Available,Cosmetic Renovation,114000.0,Arabkir
Stone,No,Available,9,88.0,3.0,1.0,2.8,2.0,Closed Balcony,Available,Old Renovation,150000.0,Kentron
Stone,No,Not Available,5,75.0,3.0,1.0,3.0,2.0,Not Available,Available,Old Renovation,130000.0,Shengavit
Monolith,Yes,Available,8,60.0,3.0,1.0,3.0,2.0,Open Balcony,Partially Furnished,Capital Renovated,185000.0,Nor Norq
Stone,No,Not Available,4,56.0,2.0,1.0,2.7,3.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,73000.0,Ajapnyak
Monolith,Yes,Available,12,64.0,3.0,2.0,3.2,6.0,Closed Balcony,Available,Capital Renovated,105000.0,Davtashen
Panel,No,Available,9,100.0,4.0,1.0,2.8,7.0,Open Balcony,Partially Furnished,Euro Renovation,140000.0,Davtashen
Panel,No,Available,9,80.0,3.0,2.0,2.75,5.0,Multiple Balconies,Partially Furnished,Euro Renovation,97000.0,Malatia-Sebastia
Panel,No,Available,14,51.0,2.0,1.0,2.75,7.0,Not Available,Available,Capital Renovated,86000.0,Avan
Panel,No,Available,9,77.0,3.0,1.0,2.8,8.0,Open Balcony,Available,Cosmetic Renovation,97000.0,Avan
Monolith,Yes,Available,13,45.0,2.0,1.0,3.0,1.0,Not Available,Available,Capital Renovated,85000.0,Shengavit
Stone,No,Not Available,5,79.0,3.0,1.0,3.0,3.0,Closed Balcony,Available,Old Renovation,153000.0,Arabkir
Stone,No,Not Available,6,69.0,2.0,1.0,2.8,2.0,Multiple Balconies,Available,Capital Renovated,128000.0,Arabkir
Monolith,Yes,Available,16,67.0,2.0,1.0,3.0,10.0,Open Balcony,Not Available,Capital Renovated,130000.0,Qanaqer-Zeytun
Monolith,Yes,Available,14,96.0,3.0,2.0,3.0,3.0,Multiple Balconies,Available,Euro Renovation,162000.0,Qanaqer-Zeytun
Panel,No,Available,14,86.0,3.0,1.0,2.75,8.0,Closed Balcony,Available,Capital Renovated,140000.0,Avan
Monolith,Yes,Available,16,81.0,3.0,1.0,3.0,13.0,Open Balcony,Not Available,Not Renovated,132500.0,Ajapnyak
Stone,No,Not Available,4,50.0,2.0,1.0,2.6,1.0,Closed Balcony,Partially Furnished,Partially Renovated,85000.0,Qanaqer-Zeytun
Panel,No,Available,9,48.0,2.0,1.0,2.75,8.0,Open Balcony,Available,Capital Renovated,155000.0,Kentron
Stone,No,Not Available,5,48.0,2.0,1.0,3.0,4.0,Not Available,Available,Designer Renovated,150000.0,Arabkir
Stone,No,Not Available,5,42.0,1.0,1.0,2.7,5.0,Open Balcony,Available,Cosmetic Renovation,72000.0,Arabkir
Monolith,Yes,Available,18,96.0,3.0,1.0,3.2,3.0,Open Balcony,Not Available,Not Renovated,174000.0,Arabkir
Panel,No,Available,12,60.0,2.0,1.0,2.8,1.0,Not Available,Available,Capital Renovated,143000.0,Arabkir
Stone,No,Not Available,5,77.0,3.0,1.0,2.7,2.0,Multiple Balconies,Partially Furnished,Capital Renovated,110000.0,Ajapnyak
Monolith,Yes,Available,17,70.0,3.0,1.0,3.2,3.0,Open Balcony,Available,Designer Renovated,130000.0,Kentron
Monolith,Yes,Available,14,67.0,3.0,1.0,3.0,10.0,Multiple Balconies,Available,Euro Renovation,170000.0,Kentron
Stone,No,Not Available,5,68.0,3.0,1.0,2.75,2.0,Not Available,Partially Furnished,Designer Renovated,143000.0,Arabkir
Panel,No,Available,9,95.0,4.0,1.0,2.8,7.0,Closed Balcony,Not Available,Old Renovation,110000.0,Shengavit
Stone,No,Not Available,5,100.0,4.0,1.0,2.8,4.0,Multiple Balconies,Not Available,Partially Renovated,165000.0,Arabkir
Monolith,No,Available,14,85.0,3.0,2.0,2.75,8.0,Multiple Balconies,Partially Furnished,Partially Renovated,98000.0,Malatia-Sebastia
Stone,No,Not Available,5,33.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Capital Renovated,92000.0,Arabkir
Panel,No,Available,9,100.0,3.0,2.0,2.75,4.0,Multiple Balconies,Not Available,Partially Renovated,108000.0,Malatia-Sebastia
Monolith,Yes,Available,14,122.0,4.0,2.0,3.0,11.0,Multiple Balconies,Not Available,Capital Renovated,189900.0,Qanaqer-Zeytun
Stone,No,Not Available,4,38.0,1.0,1.0,2.75,2.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,61000.0,Ajapnyak
Stone,No,Not Available,5,120.0,4.0,1.0,2.75,4.0,Multiple Balconies,Available,Old Renovation,135000.0,Arabkir
Panel,No,Available,9,76.0,3.0,1.0,2.8,9.0,Not Available,Partially Furnished,Designer Renovated,120000.0,Davtashen
Monolith,Yes,Available,12,97.0,2.0,1.0,3.0,10.0,Open Balcony,Available,Euro Renovation,163000.0,Davtashen
Panel,No,Available,14,85.0,3.0,1.0,2.8,5.0,Multiple Balconies,Available,Capital Renovated,135000.0,Shengavit
Stone,No,Not Available,5,56.0,2.0,1.0,2.75,1.0,Closed Balcony,Not Available,Partially Renovated,75000.0,Shengavit
Stone,No,Not Available,5,78.0,3.0,1.0,2.75,3.0,Open Balcony,Available,Partially Renovated,95000.0,Nor Norq
Panel,No,Available,10,90.0,3.0,1.0,2.8,6.0,Multiple Balconies,Available,Old Renovation,110000.0,Shengavit
Panel,No,Available,9,78.0,3.0,1.0,2.75,7.0,Closed Balcony,Available,Capital Renovated,115000.0,Nor Norq
Panel,No,Available,14,90.0,4.0,1.0,2.7,4.0,Closed Balcony,Available,Partially Renovated,169000.0,Kentron
Stone,No,Not Available,5,72.0,3.0,1.0,2.75,4.0,Not Available,Available,Capital Renovated,150000.0,Arabkir
Stone,No,Not Available,4,45.0,2.0,1.0,3.2,3.0,Not Available,Available,Capital Renovated,75999.0,Shengavit
Stone,No,Not Available,5,76.0,3.0,1.0,2.7,1.0,Multiple Balconies,Not Available,Partially Renovated,115000.0,Ajapnyak
Panel,No,Available,13,91.0,3.0,1.0,2.8,8.0,Closed Balcony,Available,Capital Renovated,114500.0,Qanaqer-Zeytun
Panel,No,Available,16,80.0,3.0,1.0,2.75,11.0,Multiple Balconies,Not Available,Old Renovation,77000.0,Ajapnyak
Panel,No,Available,9,98.0,4.0,1.0,2.75,4.0,Closed Balcony,Available,Capital Renovated,119000.0,Kentron
Stone,No,Not Available,5,70.0,3.0,1.0,2.75,5.0,Open Balcony,Available,Cosmetic Renovation,120000.0,Kentron
Monolith,Yes,Available,11,63.0,3.0,1.0,3.0,2.0,Not Available,Partially Furnished,Designer Renovated,138000.0,Davtashen
Stone,No,Available,7,78.0,3.0,1.0,2.8,6.0,Closed Balcony,Available,Capital Renovated,129000.0,Arabkir
Panel,No,Available,9,85.0,3.0,2.0,2.75,2.0,Multiple Balconies,Available,Partially Renovated,90000.0,Malatia-Sebastia
Monolith,No,Available,10,88.0,3.0,1.0,2.8,8.0,Open Balcony,Available,Partially Renovated,235000.0,Kentron
Panel,No,Available,9,60.0,3.0,1.0,2.7,9.0,Open Balcony,Partially Furnished,Designer Renovated,138000.0,Arabkir
Stone,No,Not Available,5,90.0,4.0,1.0,3.2,3.0,Closed Balcony,Available,Capital Renovated,157000.0,Arabkir
Panel,No,Available,9,75.0,3.0,1.0,2.75,9.0,Closed Balcony,Available,Capital Renovated,98000.0,Ajapnyak
Monolith,Yes,Available,17,106.0,3.0,2.0,3.0,1.0,Open Balcony,Available,Capital Renovated,210000.0,Arabkir
Panel,No,Available,14,65.0,2.0,1.0,2.75,2.0,Open Balcony,Available,Old Renovation,95000.0,Kentron
Stone,No,Not Available,5,125.0,4.0,1.0,2.8,1.0,Not Available,Available,Designer Renovated,220000.0,Arabkir
Stone,No,Not Available,4,43.0,2.0,1.0,2.8,4.0,Closed Balcony,Not Available,Euro Renovation,77000.0,Shengavit
Monolith,No,Available,10,78.0,3.0,1.0,2.8,2.0,Not Available,Available,Euro Renovation,119000.0,Qanaqer-Zeytun
Monolith,Yes,Available,12,55.0,2.0,1.0,2.7,8.0,Open Balcony,Available,Euro Renovation,125000.0,Arabkir
Panel,No,Available,9,70.0,3.0,1.0,2.7,9.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,86000.0,Erebuni
Panel,No,Available,9,76.0,3.0,1.0,2.75,6.0,Not Available,Available,Euro Renovation,133000.0,Arabkir
Monolith,Yes,Available,16,57.0,2.0,1.0,3.0,8.0,Open Balcony,Available,Designer Renovated,127500.0,Ajapnyak
Monolith,No,Available,8,77.0,3.0,2.0,2.8,4.0,Open Balcony,Available,Old Renovation,250000.0,Kentron
Panel,No,Not Available,5,50.0,2.0,1.0,2.75,1.0,Closed Balcony,Not Available,Cosmetic Renovation,80000.0,Nor Norq
Panel,No,Available,5,56.0,2.0,1.0,2.8,5.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,75064.94,Malatia-Sebastia
Monolith,Yes,Available,14,74.0,3.0,1.0,3.0,4.0,Open Balcony,Not Available,Not Renovated,115000.0,Davtashen
Stone,No,Not Available,5,78.0,4.0,1.0,2.7,4.0,Closed Balcony,Available,Euro Renovation,103000.0,Shengavit
Monolith,Yes,Available,12,72.0,3.0,1.0,3.0,8.0,Open Balcony,Available,Designer Renovated,165000.0,Davtashen
Stone,No,Not Available,4,81.0,3.0,2.0,2.75,4.0,Open Balcony,Partially Furnished,Cosmetic Renovation,105000.0,Qanaqer-Zeytun
Monolith,No,Available,14,110.0,4.0,2.0,2.75,6.0,Multiple Balconies,Partially Furnished,Euro Renovation,115000.0,Malatia-Sebastia
Monolith,Yes,Available,11,74.0,3.0,1.0,3.0,11.0,Open Balcony,Partially Furnished,Capital Renovated,165000.0,Davtashen
Stone,No,Not Available,4,72.0,3.0,1.0,3.5,4.0,Open Balcony,Available,Euro Renovation,94000.0,Erebuni
Stone,No,Not Available,5,75.0,3.0,1.0,2.6,3.0,Multiple Balconies,Available,Partially Renovated,107000.0,Ajapnyak
Stone,No,Not Available,5,92.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Partially Renovated,130000.0,Shengavit
Monolith,Yes,Available,6,45.0,2.0,1.0,2.8,2.0,Not Available,Not Available,Capital Renovated,94000.0,Ajapnyak
Panel,No,Available,10,99.0,3.0,1.0,2.75,1.0,Closed Balcony,Available,Cosmetic Renovation,90000.0,Shengavit
Panel,No,Not Available,3,48.0,2.0,1.0,2.8,3.0,Closed Balcony,Available,Cosmetic Renovation,63000.0,Shengavit
Panel,No,Available,9,102.0,4.0,2.0,2.75,6.0,Closed Balcony,Partially Furnished,Euro Renovation,157500.0,Kentron
Panel,No,Available,9,74.0,4.0,1.0,2.75,7.0,Multiple Balconies,Available,Old Renovation,117000.0,Davtashen
Stone,No,Not Available,5,70.0,2.0,1.0,2.8,4.0,Not Available,Available,Capital Renovated,132000.0,Qanaqer-Zeytun
Stone,No,Available,6,128.0,4.0,2.0,2.8,1.0,Not Available,Available,Old Renovation,110000.0,Qanaqer-Zeytun
Stone,No,Not Available,4,35.0,2.0,1.0,3.0,4.0,Not Available,Available,Capital Renovated,81000.0,Arabkir
Monolith,Yes,Available,5,52.0,2.0,1.0,3.0,2.0,Open Balcony,Partially Furnished,Capital Renovated,84000.0,Erebuni
Stone,No,Not Available,5,56.0,3.0,1.0,2.7,3.0,Closed Balcony,Available,Partially Renovated,85000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,97.0,3.0,1.0,2.75,3.0,Open Balcony,Not Available,Euro Renovation,235000.0,Kentron
Panel,No,Available,9,65.0,2.0,1.0,2.75,8.0,Multiple Balconies,Partially Furnished,Euro Renovation,90000.0,Malatia-Sebastia
Monolith,Yes,Available,10,53.0,2.0,1.0,3.0,2.0,Open Balcony,Not Available,Not Renovated,70000.0,Davtashen
Stone,No,Not Available,5,79.0,3.0,1.0,2.75,1.0,Closed Balcony,Available,Euro Renovation,98000.0,Arabkir
Stone,No,Not Available,5,60.0,2.0,1.0,2.8,2.0,Open Balcony,Available,Cosmetic Renovation,103000.0,Arabkir
Panel,No,Available,12,69.0,3.0,1.0,2.7,8.0,Closed Balcony,Not Available,Old Renovation,88000.0,Avan
Panel,No,Available,16,75.0,3.0,1.0,2.8,1.0,Not Available,Partially Furnished,Capital Renovated,100000.0,Ajapnyak
Stone,No,Not Available,5,78.0,3.0,1.0,2.7,5.0,Open Balcony,Not Available,Old Renovation,88000.0,Ajapnyak
Stone,No,Not Available,5,107.0,4.0,1.0,3.0,5.0,Open Balcony,Available,Euro Renovation,110000.0,Ajapnyak
Panel,No,Available,14,54.0,2.0,1.0,2.75,3.0,Not Available,Not Available,Partially Renovated,105000.0,Davtashen
Monolith,No,Available,12,84.0,3.0,1.0,2.7,11.0,Closed Balcony,Available,Partially Renovated,97000.0,Nor Norq
Panel,No,Available,9,66.0,3.0,1.0,2.75,6.0,Closed Balcony,Available,Cosmetic Renovation,102000.0,Qanaqer-Zeytun
Monolith,Yes,Available,9,64.0,2.0,1.0,3.0,6.0,Closed Balcony,Not Available,Not Renovated,103000.0,Qanaqer-Zeytun
Panel,No,Available,9,70.0,2.0,1.0,2.7,5.0,Closed Balcony,Partially Furnished,Partially Renovated,93000.0,Ajapnyak
Monolith,No,Available,14,85.0,3.0,1.0,2.75,10.0,Multiple Balconies,Available,Old Renovation,84000.0,Malatia-Sebastia
Panel,No,Available,9,90.0,4.0,2.0,2.75,3.0,Multiple Balconies,Partially Furnished,Euro Renovation,105000.0,Malatia-Sebastia
Monolith,No,Available,14,70.0,3.0,1.0,2.75,1.0,Closed Balcony,Partially Furnished,Partially Renovated,72000.0,Malatia-Sebastia
Monolith,Yes,Available,16,68.0,2.0,1.0,3.0,11.0,Open Balcony,Not Available,Designer Renovated,204000.0,Qanaqer-Zeytun
Monolith,No,Not Available,5,65.0,2.0,2.0,2.75,1.0,Closed Balcony,Partially Furnished,Partially Renovated,76000.0,Malatia-Sebastia
Panel,No,Available,9,100.0,3.0,1.0,2.75,4.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,130000.0,Davtashen
Panel,No,Available,9,75.0,3.0,1.0,2.75,1.0,Closed Balcony,Available,Capital Renovated,72000.0,Nor Norq
Stone,No,Not Available,5,82.0,3.0,1.0,2.8,5.0,Not Available,Available,Euro Renovation,160000.0,Arabkir
Stone,No,Not Available,4,102.0,4.0,1.0,2.7,1.0,Closed Balcony,Available,Capital Renovated,108000.0,Shengavit
Panel,No,Available,9,74.0,3.0,1.0,3.0,3.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,155000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,57.0,2.0,1.0,2.7,4.0,Open Balcony,Available,Euro Renovation,115000.0,Kentron
Monolith,Yes,Available,15,83.0,3.0,1.0,3.0,6.0,Open Balcony,Not Available,Not Renovated,120000.0,Davtashen
